data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,location_2
1458081,566,NIG8555,8555,31 December 2015,2015,1,Riots/Protests,Protesters (Nigeria),PDP: Peoples Democratic Party,6,60,Western Africa,Nigeria,Abia,Umuahia North,,Umuahia,5.5263,7.4896,1,This Day (Lagos),Subnational,"Following a court ruling regarding the appeal of an APC governorship candidate on 31/12, a ruling the hurt to chances of the current PDP to maintain power, many supporters of the PDP began large protests in Umuahia and Aba, which remained ""unabated"" until at least 05/01.",0,1524053911,NGA,POINT(7.4896 5.5263)
1458082,566,NIG8554,8554,31 December 2015,2015,1,Riots/Protests,Protesters (Nigeria),PDP: Peoples Democratic Party,6,60,Western Africa,Nigeria,Abia,Aba South,,Aba,5.1066,7.3667,1,This Day (Lagos),Subnational,"Following a court ruling regarding the appeal of an APC governorship candidate on 31/12, a ruling the hurt to chances of the current PDP to maintain power, many supporters of the PDP began large protests in Umuahia and Aba, which remained ""unabated"" until at least 05/01.",0,1524053911,NGA,POINT(7.3667 5.1066)
1458176,566,NIG8553,8553,30 December 2015,2015,1,Strategic development,Vigilante Militia (Nigeria),,4,47,Western Africa,Nigeria,Delta,Isoko South,,Irri,5.4411,6.214,1,Leadership (Abuja),Subnational,"Non-violent activity: A mob in Irri, Isoko south local area of Delta State attacked and stripped two women of their clothes for suspected witchcraft activities. The women were threatened with machetes including other dangerous weapons by the mob numbering over two thousand youths. No injuries reported.",0,1524053911,NGA,POINT(6.214 5.4411)
1458176,566,NIG8553,8553,30 December 2015,2015,1,Strategic development,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Delta,Isoko South,,Irri,5.4411,6.214,1,Leadership (Abuja),Subnational,"Non-violent activity: A mob in Irri, Isoko south local area of Delta State attacked and stripped two women of their clothes for suspected witchcraft activities. The women were threatened with machetes including other dangerous weapons by the mob numbering over two thousand youths. No injuries reported.",0,1524053911,NGA,POINT(6.214 5.4411)
1458242,566,NIG8552,8552,29 December 2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,60,Western Africa,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.7774,7.0134,1,Vanguard (Lagos),Subnational,Labours protest non-payment of contracts in Port Harcourt on 29/12.,0,1524053911,NGA,POINT(7.0134 4.7774)
1458243,566,NIG8551,8551,29 December 2015,2015,1,Riots/Protests,Rioters (Nigeria),,5,15,Western Africa,Nigeria,Ebonyi,Ohaukwu,,Ezamgbo,6.3945,7.9765,2,Leadership (Abuja),Subnational,"Two police officers attached to Ebonyi State command, Amofia Ngbo in Ohaukwu local government area, were attacked by a mob and their AK-47 rifles taken away from them while in an attempt to arrest a murder suspect. Following the mob action, police, angered by the attack, began destroying property.",0,1524053911,NGA,POINT(7.9765 6.3945)
1458243,566,NIG8551,8551,29 December 2015,2015,1,Riots/Protests,Police Forces of Nigeria (2015-),,1,15,Western Africa,Nigeria,Ebonyi,Ohaukwu,,Ezamgbo,6.3945,7.9765,2,Leadership (Abuja),Subnational,"Two police officers attached to Ebonyi State command, Amofia Ngbo in Ohaukwu local government area, were attacked by a mob and their AK-47 rifles taken away from them while in an attempt to arrest a murder suspect. Following the mob action, police, angered by the attack, began destroying property.",0,1524053911,NGA,POINT(7.9765 6.3945)
1458297,566,NIG8547,8547,28 December 2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,27,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"Boko Haram conduct a additional suicide attacks on a Maiduguri mosque in Sulemanti ward, a day following a series of attacks on the town. Twenty reported dead, though accounts vary, some numbering the dead as high as 40.",20,1524053911,NGA,POINT(13.1603 11.8464)
1458297,566,NIG8547,8547,28 December 2015,2015,1,Violence against civilians,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"Boko Haram conduct a additional suicide attacks on a Maiduguri mosque in Sulemanti ward, a day following a series of attacks on the town. Twenty reported dead, though accounts vary, some numbering the dead as high as 40.",20,1524053911,NGA,POINT(13.1603 11.8464)
1458298,566,NIG8549,8549,28 December 2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,27,Western Africa,Nigeria,Adamawa,Madagali,,Madagali,10.8864,13.63,1,The Guardian,National,"Suspected Boko Haram suicide bombers attack a Madagali motor park on 28/12, killing between 30 and 50 and injuring many others. The attack occurred at 9am.",30,1524053911,NGA,POINT(13.63 10.8864)
1458298,566,NIG8549,8549,28 December 2015,2015,1,Violence against civilians,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Adamawa,Madagali,,Madagali,10.8864,13.63,1,The Guardian,National,"Suspected Boko Haram suicide bombers attack a Madagali motor park on 28/12, killing between 30 and 50 and injuring many others. The attack occurred at 9am.",30,1524053911,NGA,POINT(13.63 10.8864)
1458299,566,NIG8548,8548,28 December 2015,2015,1,Battle-No change of territory,Vigilante Militia (Nigeria),,4,14,Western Africa,Nigeria,Ebonyi,Ohaukwu,,Ezamgbo,6.3945,7.9765,2,Premium Times,National,"Two police officers are hospitalised after they were attacked by a mob at Amofia Ngbo, Ohaukwu local government area. The officers had gone to the community to arrest a man who stabbed another man for demanding to be paid money owed to him when they were surrounded by members of the community who refused to allow them effect the arrest of the suspect.",0,1524053911,NGA,POINT(7.9765 6.3945)
1458299,566,NIG8548,8548,28 December 2015,2015,1,Battle-No change of territory,Police Forces of Nigeria (2015-),,1,14,Western Africa,Nigeria,Ebonyi,Ohaukwu,,Ezamgbo,6.3945,7.9765,2,Premium Times,National,"Two police officers are hospitalised after they were attacked by a mob at Amofia Ngbo, Ohaukwu local government area. The officers had gone to the community to arrest a man who stabbed another man for demanding to be paid money owed to him when they were surrounded by members of the community who refused to allow them effect the arrest of the suspect.",0,1524053911,NGA,POINT(7.9765 6.3945)
1458365,566,NIG8544,8544,27 December 2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,27,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,CAJ News Agency,Regional,"Nigerian forces shoot and kill seven potential suicide bombers (some reports claim 14) attempting to gain access to Maiduguri (at Aladuwari area) on 27/12 This follows the detonation by three of bombers at a nearby mosque, killing 25 and injuring 85. The bombers were reported to be teen-aged girls.",25,1524053911,NGA,POINT(13.1603 11.8464)
1458365,566,NIG8544,8544,27 December 2015,2015,1,Violence against civilians,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,CAJ News Agency,Regional,"Nigerian forces shoot and kill seven potential suicide bombers (some reports claim 14) attempting to gain access to Maiduguri (at Aladuwari area) on 27/12 This follows the detonation by three of bombers at a nearby mosque, killing 25 and injuring 85. The bombers were reported to be teen-aged girls.",25,1524053911,NGA,POINT(13.1603 11.8464)
1458366,566,NIG8543,8543,27 December 2015,2015,1,Battle-No change of territory,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,CAJ News Agency,Regional,"Nigerian forces shoot and kill seven potential suicide bombers (some reports claim 14) attempting to gain access to Maiduguri (at Aladuwari area) on 27/12. [A] Major General of the 7 Division said the militants intended to carry out massive and coordinated suicide mission through Asmari, Damboa check point, Ali Dawari, Molai Kura, Baderi, Jumari villages, all at the outskirts of Maiduguri. This follows the detonation by three of bombers at a nearby mosque, killing 25 and injuring 85. The bombers were reported to be teen-aged girls.",7,1524053911,NGA,POINT(13.1603 11.8464)
1458366,566,NIG8543,8543,27 December 2015,2015,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,CAJ News Agency,Regional,"Nigerian forces shoot and kill seven potential suicide bombers (some reports claim 14) attempting to gain access to Maiduguri (at Aladuwari area) on 27/12. [A] Major General of the 7 Division said the militants intended to carry out massive and coordinated suicide mission through Asmari, Damboa check point, Ali Dawari, Molai Kura, Baderi, Jumari villages, all at the outskirts of Maiduguri. This follows the detonation by three of bombers at a nearby mosque, killing 25 and injuring 85. The bombers were reported to be teen-aged girls.",7,1524053911,NGA,POINT(13.1603 11.8464)
1458367,566,NIG8545,8545,27 December 2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,37,Western Africa,Nigeria,Rivers,Asari Toru,,Buguma,4.7341,6.8635,1,PM News,National,"A government official of Degema Local Council is kidnapped in Buguma, along with her son on 27/12, perpetrators not known.",0,1524053911,NGA,POINT(6.8635 4.7341)
1458367,566,NIG8545,8545,27 December 2015,2015,1,Violence against civilians,Civilians (Nigeria),Government of Nigeria (2015-),7,37,Western Africa,Nigeria,Rivers,Asari Toru,,Buguma,4.7341,6.8635,1,PM News,National,"A government official of Degema Local Council is kidnapped in Buguma, along with her son on 27/12, perpetrators not known.",0,1524053911,NGA,POINT(6.8635 4.7341)
1458368,566,NIG8546,8546,27 December 2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,27,Western Africa,Nigeria,Borno,Maiduguri,,Isari,12.0833,14.3,1,This Day (Lagos),Subnational,"A pair of Boko Haram suicide bombers detonate themselves near a petrol station in Isari, killing 19. It is believed the attack was in coordination with an attack on Maiduguri, 130km to the west. It was noted the attackers were female.",19,1524053911,NGA,POINT(14.3 12.0833)
1458368,566,NIG8546,8546,27 December 2015,2015,1,Violence against civilians,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Maiduguri,,Isari,12.0833,14.3,1,This Day (Lagos),Subnational,"A pair of Boko Haram suicide bombers detonate themselves near a petrol station in Isari, killing 19. It is believed the attack was in coordination with an attack on Maiduguri, 130km to the west. It was noted the attackers were female.",19,1524053911,NGA,POINT(14.3 12.0833)
533280,566,NIG8542,8542,26 December 2015,2015,1,Riots/Protests,Rioters (Nigeria),,5,50,Western Africa,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.7774,7.0134,1,Daily Trust (Abuja),Subnational,Aggrieved Port Harcourt church members barricade the door to their building and carry over allegations over embezzlement by church leaders.,0,1518765568,NGA,POINT(7.0134 4.7774)
1458440,566,NIG8540,8540,25 December 2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,27,Western Africa,Nigeria,Borno,Biu,,Kimba,10.8167,12.4167,1,News Chronicle (Nigeria),National,"Boko Haram attacks Kimba village the evening of 25/12, killing between 13 and 16, abducting or injuring others and burning houses. The source reported Boko Haram had ""taken control of the village.""",13,1524053911,NGA,POINT(12.4167 10.8167)
1458440,566,NIG8540,8540,25 December 2015,2015,1,Violence against civilians,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Biu,,Kimba,10.8167,12.4167,1,News Chronicle (Nigeria),National,"Boko Haram attacks Kimba village the evening of 25/12, killing between 13 and 16, abducting or injuring others and burning houses. The source reported Boko Haram had ""taken control of the village.""",13,1524053911,NGA,POINT(12.4167 10.8167)
533279,566,NIG8541,8541,25 December 2015,2015,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,38,Western Africa,Nigeria,Edo,Esan North East,,Uromi,6.7,6.3333,1,Vanguard (Lagos),Subnational,"A pastor or cleric is targeted for abduction by unidentified gunmen in Uromi on 25/12. Though the kidnapping was ultimately unsuccessful, the attackers shot and severely injured a guard. The motive for the attack is not yet known.",0,1518765568,NGA,POINT(6.3333 6.7)
533279,566,NIG8541,8541,25 December 2015,2015,1,Battle-No change of territory,Private Security Forces (Nigeria),,8,38,Western Africa,Nigeria,Edo,Esan North East,,Uromi,6.7,6.3333,1,Vanguard (Lagos),Subnational,"A pastor or cleric is targeted for abduction by unidentified gunmen in Uromi on 25/12. Though the kidnapping was ultimately unsuccessful, the attackers shot and severely injured a guard. The motive for the attack is not yet known.",0,1518765568,NGA,POINT(6.3333 6.7)
1458476,566,NIG8538,8538,24 December 2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,27,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Daily Independent (Nigeria),National,"Four suspected Boko Haram suicide bombers kill 14, including themselves, while injuring 39 others. The attack took place in the Sager area of the city on the evening of 24/12.",18,1524053911,NGA,POINT(13.1603 11.8464)
1458476,566,NIG8538,8538,24 December 2015,2015,1,Violence against civilians,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Daily Independent (Nigeria),National,"Four suspected Boko Haram suicide bombers kill 14, including themselves, while injuring 39 others. The attack took place in the Sager area of the city on the evening of 24/12.",18,1524053911,NGA,POINT(13.1603 11.8464)
1458451,566,NIG8539,8539,24 December 2015,2015,1,Riots/Protests,Protesters (Nigeria),Shiite Muslim Group (Nigeria),6,60,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,12.0001,8.5167,1,The Sun (Nigeria),National,"Members of the Islamic Movement in Nigeria (IMN), known broadly as a Shiite group, during the morning hours protested on the streets of Kano to mark the birthday of Prophet Mohammed and mourn the killings of their colleagues in Zaria two weeks ago by soldiers.",0,1524053911,NGA,POINT(8.5167 12.0001)
1458520,566,NIG8537,8537,23 December 2015,2015,1,Riots/Protests,Protesters (Nigeria),NUP: Nigeria Union of Pensioners,6,60,Western Africa,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.9247,6.2642,1,Daily Trust (Abuja),Subnational,Pensioners in Bayelsa state under the aegis of Nigeria Union of Pensioners (NUP) staged a protest over non-payment of their pensions and gratuities on 23/12 at the Yenagoa government house.,0,1524053911,NGA,POINT(6.2642 4.9247)
1458492,566,NIG8536,8536,23 December 2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,60,Western Africa,Nigeria,Ondo,Akure South,,Akure,7.2526,5.1931,1,The Nation (Nigeria),National,"Workers of the Federal University of Technology, Akure (FUTA), in Ondo State staged a peaceful protest over their dismissal by the federal government on 23/12.",0,1524053911,NGA,POINT(5.1931 7.2526)
1458521,566,NIG8535,8535,23 December 2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,60,Western Africa,Nigeria,Lagos,Apapa,,Tin Can Island,6.4339,3.3564,1,Daily Independent (Nigeria),National,Dockworkers protest on 23/12 over the work-related death of a colleague on Tin Can Island.,0,1524053911,NGA,POINT(3.3564 6.4339)
